N° LIVRE;N° ISBN;TITRE;AUTEUR;EPOQUE;NATIONALITE;GENRE;SOUS GENRE;CATEGORIE LECTEUR;COMMENTAIRE;REF BIBLI;PRESENT;DATE EMPRUNT;EMPRUNTEUR;RETOUR PREVU
269;9782021343151;SOUVENIRS DE LA MAREE BASSE;THOMAS CHANTAL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-THO;;;;
270;;PETIT ROI D'YS-LE;TOUDOUZE GEORGES G,;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;JEUNESSE;;RRO-TOU;;;;
271;9782070577064;VENDREDI OU LA VIE SAUVAGE;TOURNIER MICHEL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;JEUNESSE;;RRO-TOU;;;;
272;;SECRETS D'ETAT;TOURNOUX JEN RAYMOND;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;TOUT PUBLIC;TU TEMPSDE DE GAULLE;RHI-TOU;;;;
273;9782352043850;MERCI POUR CE MOMENT;TRIERWEILER VALERIE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;BIOGRAPHIE;TOUT PUBLIC;RECITS D'UNE PREMIERE DAME DE FRANCE;RBI-TRI;;;;
274;;SEMAILLES ET LES MOISSONS-LES(AMELIE);TROYAT HENRI;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-TRO;;;;
275;9782277213185;VIOU;TROYAT HENRI;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-TRO;;;;
276;;REFUS DU REEL-LE;TUBIANA MAURICE;CONTEMPORAINE (+19°);FRANCAIS;DOCUMENT;SOCIAL;TOUT PUBLIC;;DSO-TUB;;;;
277;9782352270454;LO CRO DO DIABLE;VACHER SERGE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;POLICIER;ADULTE;;RPO-VAC;;;;
278;;LOI-LA;VAILLAND ROGER;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-VAI;;;;
279;;DROLE DE JEU;VAILLAND ROGER;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-VAI;;;;
280;9782221130810;MAGARI;VALMIR ERIC;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-VAL;;;;
281;9782724220994;EMPREINTE DU DIEU-L';VAN DER MEERSCH MAXENCE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-VAN;;;;
282;9782724220986;MAISON DANS LA DUNE-LA;VAN DER MEERSCH MAXENCE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-VAN;;;;
283;;ELU-L';VAN DER MEERSCH MAXENCE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-VAN;;;;
284;;CAVALIER SEUL-LE;VARENDE JEAN-DE LA;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-VAR;;;;
285;;PAYS D'OUCHE;VARENDE JEAN-DE LA;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-VAR;;;;
286;9782290349311;PARS VITE ET REVIENS TARD;VARGAS FRED;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;THRILLER;ADULTE;;RTH-VAR;;;;
287;;REMORQUES;VERCEL ROGER;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-VER;;;;
288;;FRUITS DU CONGO-LES;VIALATTE ALEXANDRE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-VIA;;;;
289;;HOMME DE SANG-L';VILLALLONGA JOSE LUIS DE;CONTEMPORAINE (+19°);ESPAGNOL;ROMAN;ROMAN;ADULTE;;RRO-VIL;;;;
290;9782072748578;BIFFINS-LES;VILLARD MARC;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-VIL;;;;
291;9782259201704;REQUIN ET LA MOUETTE-LE;VILLEPIN DOMINIQUE DE;CONTEMPORAINE (+19°);FRANCAIS;DOCUMENT;BIOGRAPHIE;ADULTE;REFLEXIONS SUR L'ETAT DE France;DBI-VIL;;;;
292;9782259004911;CHINE S'EVEILLE-LA;VILLIERS GERARD DE;CONTEMPORAINE (+19°);FRANCAIS;DOCUMENT;BIOGRAPHIE;ADULTE;LA CHINE VUE PAR UN FRANCAIIS EN 1979;DBI-VIL;;;;
293;978274412222X;DU COTE DES BORDES;VINCENOT HENRI;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-VIN;;;;
294;9782258136151;Y AVEZ-VOUS DANSE, TOINOU?;VIOLLIER YVES;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-VIO;;;;
295;9782266144575;ORGUEIL DE LA TRIBU-L';VIOLLIER YVES;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-VIO;;;;
296;9782812603518;NUIT DE L'ACCIDENT-LA;VIX ELISA;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;POLICIER;ADULTE;;RPO-VIX;;;;
297;9782724211340;SINOUHE L'EGYPTIEN;WALTARI MIKA;CONTEMPORAINE (+19°);NORDIQUE;ROMAN;HISTORIQUE;TOUT PUBLIC;AVENTURES D'UN EGYPTIEN 2°SIECJE AV-JC;RHI-WAL;;;;
298;;LOVE YOUR GOOD;WALTER EUGENE;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;ROMAN;ADULTE;;RRO-WAL;;;;
299;9782226194022;MIROIR DE CASSANDRE;WERBER BERNARD;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-WER;;;;
300;9782702823231;PERE DE NOS PERE-LE;WERBER BERNARD;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-WER;;;;
301;9782253113546;NOS AMIS LES HUMAINS;WERBER BERNARD;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-WER;;;;
302;9782253073703;DEMAIN LES CHATS;WERBER BERNARD;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-WER;;;;
303;9782253137245;JOUR DES FOURMIS-LE;WERBER BERNARD;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-WER;;;;
304;;CHANT DE BERNADETTE-LE;WERFEL FRANZ;CONTEMPORAINE (+19°);ALLEMAND;DOCUMENT;HISTORIQUE;ADULTE;LA VIE DE BERNADETTE SOUBIROUS;DHI-WER;;;;
305;9782744102504;HYMNES A L'AMOUR;WIAZEMSKY ANNE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-WIA;;;;
306;9782714454591;CAHIER DES MOTS PERDUS-LES;WILMOS BEARICE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-WIL;;;;
307;9782744121592;MALADIE DE SACHS-LA;WINCKLER;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-WIN;;;;
308;9782227320222;YEUX OUVERTS-LES;YOURCENAR MARGUERITE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-YOU;;;;
309;9782366581386;DROLE DE VIE DE ZELDA ZONK-LA;PEYRIN LAURENCE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-PEY;;;;
310;9782740407844;ROUGEMURAILLE-MARTIN LE GUERRIER : T1 LA REINE AUX YEUX MULTIPLES;BRIAN JACQUES;CONTEMPORAINE (+19°);ANGLAIS/USA;ENFANT;ROMAN;JEUNESSE;SAGA CHEZ LES SOURIS;ERO-BRI;;;;
311;9782740407851;ROUGEMURAILLE-MARTIN LE GUERRIER : T2 LA MONTAGNE DE FEU;BRIAN JACQUES;CONTEMPORAINE (+19°);ANGLAIS/USA;ENFANT;ROMAN;JEUNESSE;SAGA CHEZ LES SOURIS;ERO-BRI;;;;
312;9782740407868;ROUGEMURAILLE-MARTIN LE GUERRIER : T3 LE RETOUR TRIOMPHAL;BRIAN JACQUES;CONTEMPORAINE (+19°);ANGLAIS/USA;ENFANT;ROMAN;JEUNESSE;SAGA CHEZ LES SOURIS;ERO-BRI;;;;
313;9782740407974;ROUGEMURAILLE-MATTIMEO : T2 LE GENERAL BECDACIER;BRIAN JACQUES;CONTEMPORAINE (+19°);ANGLAIS/USA;ENFANT;ROMAN;JEUNESSE;SAGA CHEZ LES SOURIS;ERO-BRI;;;;
314;9782740407981;ROUGEMURAILLE-MATTIMEO : T3 LE ROYAUME DU MAL;BRIAN JACQUES;CONTEMPORAINE (+19°);ANGLAIS/USA;ENFANT;ROMAN;JEUNESSE;SAGA CHEZ LES SOURIS;ERO-BRI;;;;
315;9782740408728;ROUGEMURAILLE-MARIEL : T2 KAMOUL LE SAUVAGE;BRIAN JACQUES;CONTEMPORAINE (+19°);ANGLAIS/USA;ENFANT;ROMAN;JEUNESSE;SAGA CHEZ LES SOURIS;ERO-BRI;;;;
316;9782740408742;ROUGEMURAILLE-MARIEL : T3 A L'ASSAUT DE TERRAMORT;BRIAN JACQUES;CONTEMPORAINE (+19°);ANGLAIS/USA;ENFANT;ROMAN;JEUNESSE;SAGA CHEZ LES SOURIS;ERO-BRI;;;;
317;9782740408735;ROUGEMURAILLE-MARIEL : T4 LA FORET HOSTILE;BRIAN JACQUES;CONTEMPORAINE (+19°);ANGLAIS/USA;ENFANT;ROMAN;JEUNESSE;SAGA CHEZ LES SOURIS;ERO-BRI;;;;
318;9782740409046;ROUGEMURAILLE-SOLARIS : T1 LE SAUVEUR A TETE D'OR;BRIAN JACQUES;CONTEMPORAINE (+19°);ANGLAIS/USA;ENFANT;ROMAN;JEUNESSE;SAGA CHEZ LES SOURIS;ERO-BRI;;;;
319;9782740409053;ROUGEMURAILLE-SOLARIS : T2L'ORPHELIN MAUDIT;BRIAN JACQUES;CONTEMPORAINE (+19°);ANGLAIS/USA;ENFANT;ROMAN;JEUNESSE;SAGA CHEZ LES SOURIS;ERO-BRI;;;;
320;9782740409343;ROUGEMURAILLE-LE FILS DE LUC- T1 : TARKAN LE TYRAN;BRIAN JACQUES;CONTEMPORAINE (+19°);ANGLAIS/USA;ENFANT;ROMAN;JEUNESSE;SAGA CHEZ LES SOURIS;ERO-BRI;;;;
321;9782740409350;ROUGEMURAILLE-LE FILS DE LUC- T4 : les baladins de l'EGLANTINE;BRIAN JACQUES;CONTEMPORAINE (+19°);ANGLAIS/USA;ENFANT;ROMAN;JEUNESSE;SAGA CHEZ LES SOURIS;ERO-BRI;;;;
322;9782740409367;ROUGEMURAILLE-LE FILS DE LUC- T3 : LA LONGUE ROUTE;BRIAN JACQUES;CONTEMPORAINE (+19°);ANGLAIS/USA;ENFANT;ROMAN;JEUNESSE;SAGA CHEZ LES SOURIS;ERO-BRI;;;;
323;9782740409374;ROUGEMURAILLE-LE FILS DE LUC- T2 : LA BATAILLE DE MARPOIGNE;BRIAN JACQUES;CONTEMPORAINE (+19°);ANGLAIS/USA;ENFANT;ROMAN;JEUNESSE;SAGA CHEZ LES SOURIS;ERO-BRI;;;;
324;9782740409978;ROUGEMURAILLE-JOSEPH T2 : LA REINE DE NACRE;BRIAN JACQUES;CONTEMPORAINE (+19°);ANGLAIS/USA;ENFANT;ROMAN;JEUNESSE;SAGA CHEZ LES SOURIS;ERO-BRI;;;;
325;9782740409985;ROUGEMURAILLE-JOSEPH T3 : LES EVADES DE MERIGNON;BRIAN JACQUES;CONTEMPORAINE (+19°);ANGLAIS/USA;ENFANT;ROMAN;JEUNESSE;SAGA CHEZ LES SOURIS;ERO-BRI;;;;
326;9782740409992;ROUGEMURAILLE-JOSEPH T4 : LA RECONQUETE;BRIAN JACQUES;CONTEMPORAINE (+19°);ANGLAIS/USA;ENFANT;ROMAN;JEUNESSE;SAGA CHEZ LES SOURIS;ERO-BRI;;;;
327;9782740411575;ROUGEMURAILLE-LES PERLES DE LOUBIA : T1 L'EMPEREUR AUX YEUX FOUS;BRIAN JACQUES;CONTEMPORAINE (+19°);ANGLAIS/USA;ENFANT;ROMAN;JEUNESSE;SAGA CHEZ LES SOURIS;ERO-BRI;;;;
328;9782740411582;ROUGEMURAILLE-LES PERLES DE LOUBIA : T2 SIX LARMES POUR UN ABBE;BRIAN JACQUES;CONTEMPORAINE (+19°);ANGLAIS/USA;ENFANT;ROMAN;JEUNESSE;SAGA CHEZ LES SOURIS;ERO-BRI;;;;
329;9782740413944;ROUGEMURAILLE-LA PATROUILLE;BRIAN JACQUES;CONTEMPORAINE (+19°);ANGLAIS/USA;ENFANT;ROMAN;JEUNESSE;SAGA CHEZ LES SOURIS;ERO-BRI;;;;
330;9782740417539;ROUGEMURAILLE-LA FORTERESSE EN PERIL;BRIAN JACQUES;CONTEMPORAINE (+19°);ANGLAIS/USA;ENFANT;ROMAN;JEUNESSE;SAGA CHEZ LES SOURIS;ERO-BRI;;;;
331;9782280221344;SECRETS D'UNE BLOGUEUSE AMOUREUSE-LES;VAN DIEPEN ALLISON;;FRANCAIS;ROMAN;ROMAN;JEUNESSE;;RRO-VAN;;;;
332;9782747014403;ERAGON;PAOLINI CHRISTOPHER;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;FANTASY;JEUNESSE; ERAGON ET LE DRAGON;RFA-PAO;;;;
333;9782846949958;DOIGTS BLEUS DE LA PLUIE-LES;ANGLADE JEAN;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-ANG;;;;
334;9782846943437;ETRANGE ENTREPRISE;ANGLADE JEAN;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-ANG;;;;
335;9782840576914;AP J.C;ALEXANIS VASSILIS;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-ALE;;;;
336;9782840114277;AZAZEL;AKOUNINE BORIS;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;POLICIER;ADULTE;;RPO-AKO;;;;
337;9782846660990;MON PERE;ABECASSIS ELIETTE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-ABE;;;;
338;9782903549192;BONJOUR LA GALERE;ADLER PHILIPPE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-ADL;;;;
339;9782363601971;BLEU DES ABEILLES-LE;ALCOBA LURA;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;ROMAN;ADULTE;;RRO-ALC;;;;
340;9782840576976;ETE CHEZ VOLTAIRE-UN;AMETTE JACQUES PIERRE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-AME;;;;
341;9782878216974;SECRET DES CHENES-LE;ANNE SYLVIE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-ANN;;;;
342;9782840114093;ROI SOLEIL SE LEVE AUSSI-LE;BEAUSSANT PHILIPPE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;ADULTE;;RHI-BEA;;;;
343;9782878212843;POUSSIERE DES CORONS-LA;ARMAND MARIE PAULE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;SOCIAL;ADULTE;;RSO-ARM;;;;
344;9782878210352;PORTE DU LARGE-LA;BOILEAU NARCEJAC;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;POLICIER;ADULTE;;RPO-BOI;;;;
345;9782840119500;BABY SITTER-LE;BLONDEL JEAN PHILIPPE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-BLO;;;;
346;9782846666725;POMME BLEUE-LA;BETEILLE ROGER;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;TOUT PUBLIC;;RRO-BET;;;;
347;9782840114659;QUELQU'UN D'AUTRE;BENACQUISTA TONINO;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-BEN;;;;
348;9782840115045;ARRIERE SAISON-L';BESSON PHILIPPE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-BES;;;;
349;9782840116486;INCONNUE DE SAIGON-L';COUTURIAU PAUL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-COU;;;;
350;9782840117094;BOULETS ROUGES DE LA COMMUNE-LES;COULONGES GEORGES;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-COU;;;;
351;9782840112983;IMPERATRICE DES ADIEUX-L * T1;DE GRECE MICHEL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-DE ;;;;
352;9782840112990;IMPERATRICE DES ADIEUX-L * T2;DE GRECE MICHEL;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-DE ;;;;
353;97828782212118;AMOUR AU TEMPS DES SOLITUDES-L';GALLO MAX;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-GAL;;;;
354;9782878213076;CHATEAU EN BOHEME-UN;DAENINCKX DIDIER;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-DAE;;;;
355;9782878211529;FILLES DU CALVAIRE-LES  *T1;COMBESCOT PIERRE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-COM;;;;
356;9782878211537;FILLES DU CALVAIRE-LES  *T2;COMBESCOT PIERRE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-COM;;;;
357;9782846663595;FEMME EN VERT-LA;INDRIDASON ARNALDUR;CONTEMPORAINE (+19°);NORDIQUE;ROMAN;POLICIER;ADULTE;;RPO-IND;;;;
358;9782846662666;CITE DES JARRES-LA;INDRIDASON ARNALDUR;CONTEMPORAINE (+19°);NORDIQUE;ROMAN;POLICIER;ADULTE;;RPO-IND;;;;
359;9782840119302;QUELQUE CHOSE EN LUI DE BARTLEBY;DELERM PHILIPPE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-DEL;;;;
360;9782840113058;DU SANG SUR LES ROSES;DELABARRE ANDRE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;POLICIER;ADULTE;;RPO-DEL;;;;
361;9782878215206;TURBULENCES;CRICHTON MICHAEL;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;POLICIER;ADULTE;2 EXEMPLAIRES;RPO-CRI;;;;
362;9782878216393;PAULINE DE SA JEUNESSE;DESCHAMPS FANNY;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;HISTORIQUE;ADULTE;L'EXPEDITION DE BONAPARTE EN EGYPTE;RHI-DES;;;;
363;9782846660334;TROIS MINUTES AVANT MINUIT;DAVIS MILDRED;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;POLICIER;ADULTE;;RPO-DAV;;;;
364;9782878218619;FILLES DU HOUTLAND-LES;DEGROOTE ANNIE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-DEG;;;;
365;9782903549605;NUIT ROUGE-LA;COATMEUR JEAN FRANCOIS;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;POLICIER;ADULTE;;RPO-COA;;;;
366;9782846943024;MARIE DES INTRIGUES  *T1;BENZONI JULIETTE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-BEN;;;;
367;9782846943451;MARIE DES PASSIONS  *T2;BENZONI JULIETTE;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;ROMAN;ADULTE;;RRO-BEN;;;;
368;;ALAIN DECAUX RACONTE;DECAUX ALAIN;CONTEMPORAINE (+19°);FRANCAIS;DOCUMENT;HISTORIQUE;TOUT PUBLIC;DECOUVERTE DE TROIE-PIZZARE - BUCKINGHAM-LA BETE DU GEVAUDAN-LE TRESOR DU TELEMAQUE;DHI-DEC;;;;
369;;AMBASSADEUR DES BETES;OWL GREY;CONTEMPORAINE (+19°);ANGLAIS/USA;DOCUMENT;BIOGRAPHIE;TOUT PUBLIC;;DBI-OWL;;;;
370;9782266159722;JUSTE UN REGARD;COBEN HARLAN;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;POLICIER;ADULTE;;RPO-COB;;;;
371;9782253176527;CINQUANTE NANCES PLUS CLAIRES;EL JAMES;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;POLICIER;ADULTE;T3 DE LA TRILOGIE FIFTY SHADES;RPO-EL ;;;;
372;9782290251461;NOEL A VIRGIN RIVER;CARR ROBYN;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;ROMAN;ADULTE;;RRO-CAR;;;;
373;9782253007226;RANGERS DU CIEL-LES;MAC COY HORACE;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;POLICIER;ADULTE;;RPO-MAC;;;;
374;9782266124300;CŒUR DES FLAMMES-LE;EVANS NICHOLAS;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;ROMAN;ADULTE;;RRO-EVA;;;;
375;9782330048211;PIECE-LA;KARLSSON JONAS;CONTEMPORAINE (+19°);NORDIQUE;ROMAN;ROMAN;ADULTE;;RRO-KAR;;;;
376;9782234062405;PURGE;OKSANEN SOFI;CONTEMPORAINE (+19°);NORDIQUE;ROMAN;ROMAN;ADULTE;;RRO-OKS;;;;
377;9782020945110;ŒIL DU LEOPARD-L';MANKELL HENNING;CONTEMPORAINE (+19°);NORDIQUE;ROMAN;ROMAN;ADULTE;;RRO-MAN;;;;
378;9782020944656;CHAUSSURES ITALIENNES-LES;MANKELL HENNING;CONTEMPORAINE (+19°);NORDIQUE;ROMAN;ROMAN;ADULTE;;RRO-MAN;;;;
379;9782226314857;FIN D'ETE;THERIN JOHAN;CONTEMPORAINE (+19°);NORDIQUE;ROMAN;POLICIER;ADULTE;;RPO-THE;;;;
380;9782258097063;ANALPHABETE QUI SAVAIT COMPTER-L';JONASSON JONAS;CONTEMPORAINE (+19°);NORDIQUE;ROMAN;ROMAN;ADULTE;;RRO-JON;;;;
381;9782353151363;TOUR D'ARSENIC-LA;RAGDE ANNE B.;CONTEMPORAINE (+19°);NORDIQUE;ROMAN;ROMAN;ADULTE;;RRO-RAG;;;;
382;9782843370984;ITINERAIRES D'UN FILS DU VENT;PELLEGRINI LUIS;CONTEMPORAINE (+19°);PORTUGAIS;ROMAN;ROMAN;ADULTE;;RRO-PEL;;;;
383;;SANG ET VOLUPTE;BAUM VICKI;CONTEMPORAINE (+19°);ALLEMAND;ROMAN;ROMAN;ADULTE;;RRO-BAU;;;;
384;9782277222811;NUIT DE LA TENTATION-LA;GONZALIK HEINZ G.;CONTEMPORAINE (+19°);ALLEMAND;ROMAN;ROMAN;ADULTE;;RRO-GON;;;;
385;9782253123156;QUI A TUE GLENN;SWANN LEONIE;CONTEMPORAINE (+19°);ALLEMAND;ROMAN;ROMAN;ADULTE;;RRO-SWA;;;;
386;9782010141539;DEUX POUR UNE;KASTNER ERICH;CONTEMPORAINE (+19°);ALLEMAND;ROMAN;ROMAN;ADULTE;;RRO-KAS;;;;
387;9782298011159;FILLE AUX NEUF PERRUQUES;VAN DER STAP SOPHIE;CONTEMPORAINE (+19°);NORDIQUE;ROMAN;ROMAN;ADULTE;;RRO-VAN;;;;
388;;CHEVAL D'ORGUEIL-LE;HELIAS PIERRE JAKEZ;CONTEMPORAINE (+19°);FRANCAIS;ROMAN;SOCIAL;TOUT PUBLIC;LA VIE AU PAYS BIGOUDEN D2BUT XIX°;RSO-HEL;;;;
389;;BRULANT COMME LE VENT DES STEPPES;KONSALIK H.G;CONTEMPORAINE (+19°);ALLEMAND;ROMAN;ROMAN;ADULTE;;RRO-KON;;;;
390;9782253022551;AVANT ET APRES;CESPEDES ALBA DE;CONTEMPORAINE (+19°);ITALIEN;ROMAN;ROMAN;ADULTE;;RRO-CES;;;;
391;9782277119687;RACINES - T1;HALEY ALEX;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;BIOGRAPHIE;ADULTE;;RBI-HAL;;;;
392;9782277119695;RACINES - T2;HALEY ALEX;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;BIOGRAPHIE;ADULTE;;RBI-HAL;;;;
393;9782266152921;CHUTE D'HYPERION -I;SIMMONS DAN;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;SF SCIENCE FICTION;ADULTE;;RSF-SIM;;;;
394;9782266139564;PETIT RECONSTITUANT-UN;GEORGE ELISABETH;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;ROMAN;ADULTE;;RRO-GEO;;;;
395;9782266091329;CERCLE DES LOUPS;EVANS NICHOLAS;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;ROMAN;ADULTE;;RRO-EVA;;;;
396;;GRANDS MERES-LES;LESSING DORIS;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;ROMAN;ADULTE;;RRO-LES;;;;
397;;GUERRE DES MONDES-LA;WELLS H.G;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;SF SCIENCE FICTION;ADULTE;;RSF-WEL;;;;
398;;FAIS-MOI CONFIANCE;CHASE JAMES HADLEY;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;POLICIER;ADULTE;;RPO-CHA;;;;
399;9782824616551;MEUTRE PEUT EN CACHER UN AUTRE-UN;DENNISON HANNAH;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;POLICIER;ADULTE;;RPO-DEN;;;;
400;9782266224109;POURQUOI J'AI MANGE MON PERE;LEWIS ROY;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;ROMAN;TOUT PUBLIC;VIE HILARANTE D'UNE FAMILLE PREHISTORIQUE;RRO-LEW;;;;
401;9782253010210;CRIME DE L'ORIENT EXPRESS;CHRISTIE AGATHA;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;POLICIER;TOUT PUBLIC;;RPO-CHR;;;;
402;9782266117067;PIANISTE-LE;SZPILMAN WLADYSLAW;CONTEMPORAINE (+19°);POLONAIS;ROMAN;ROMAN;ADULTE;;RRO-SZP;;;;
403;9782081616356;COUPS DURS-LES;LAIRD ELISABETH;CONTEMPORAINE (+19°);ANGLAIS/USA;ROMAN;ROMAN;ADULTE;;RRO-LAI;;;;
